sample_id,iou,dice,precision,recall,pseudo_area,gt_area,area_ratio
goose_347,0.8679525861665327,0.9293090120105999,0.9241138372204319,0.9345629294125002,0.2448671875,0.24212939453125,1.0113071482875933
goose_348,0.29206800883756606,0.4520938632329899,0.29208008341831343,0.9998584777711822,0.42519140625,0.12420751953125,3.4232340187988695
goose_349,0.517370948078786,0.6819307417660176,0.5219883568191888,0.9831898018863436,0.251287109375,0.13341162109375,1.8835473800173483
goose_350,0.6244636211504359,0.7688243836549498,0.992178183441639,0.627553031006604,0.24608154296875,0.3890615234375,0.6325003325811561
goose_351,0.937270995460441,0.9676199123991686,0.9827582176833454,0.9529409098214396,0.22978564453125,0.2369755859375,0.9696595690319496
goose_352,0.9153202061463735,0.9557881791348077,0.9526061236573719,0.9589915643370756,0.352947265625,0.35059716796875,1.0067031278942318
goose_353,0.924515457014248,0.9607773776455601,0.9338396098088875,0.989315414226741,0.1299443359375,0.12265771484375,1.0594061376655532
goose_354,0.0,0.0,0.0,0.0,0.218755859375,0.0,0.0
goose_355,0.6041541228959189,0.7532370041916698,0.8983728534567132,0.6484734387167733,0.0878046875,0.1216416015625,0.7218310707203699
goose_356,0.07264761844691833,0.135454770415851,0.07264761844691833,1.0,0.185794921875,0.01349755859375,13.765076149477263
goose_357,0.9413467217956291,0.9697873246721636,0.9770634276297823,0.9626187896270482,0.26282568359375,0.26676953125,0.9852162739958708
goose_358,0.861051784443,0.9253388773388773,0.9693752504631754,0.8851295812143035,0.1681455078125,0.1841494140625,0.9130928201348049
goose_359,0.5873072785944783,0.7400045177320985,0.5900602290549178,0.9921186559612359,0.11114794921875,0.06610498046875,1.6813854028940116
goose_360,0.906143645112076,0.9507611322322954,0.9105945620831786,0.9946347370183823,0.1656123046875,0.151619140625,1.0922915405325329
goose_361,0.9193737196371086,0.9579934436227796,0.9366099614170467,0.9803761392945323,0.3341015625,0.3191865234375,1.0467282857116633
goose_362,0.38243574312867284,0.5532781469656733,0.9009061221373516,0.3992295211804781,0.14069873046875,0.31750244140625,0.443142200247599
goose_363,0.597390017455856,0.7479576195265223,0.9788531981996781,0.6052006184985921,0.2378046875,0.3846259765625,0.618275160781705
goose_364,0.7771786582896576,0.8746207418871528,0.9940106942265547,0.7808351589426635,0.32618359375,0.41523486328125,0.7855399981890897
goose_365,0.9405976667473598,0.9693896708882451,0.9950282731397412,0.9450391243996217,0.377525390625,0.3974951171875,0.9497610770572555
goose_366,0.9424156511513648,0.9703542602663328,0.9640879653280161,0.9767025463590946,0.118521484375,0.11699072265625,1.0130844710075668
goose_367,0.922474883938002,0.9596743152746967,0.9246012328467804,0.9975131811360346,0.15866162109375,0.147064453125,1.0788577234152756
goose_368,0.8601475626250273,0.9248164822055225,0.9393684769149124,0.9107084669605036,0.165615234375,0.1708271484375,0.9694901301685847
goose_369,0.9187165110003344,0.9576365301837696,0.9610670296831019,0.9542304337056143,0.360119140625,0.36269921875,0.9928864524883954
goose_370,0.7718962449163574,0.8712657381954042,0.7784057179493268,0.9892823115027614,0.14394091796875,0.11325830078125,1.2709083305669682
goose_371,0.5016189874324879,0.668104215024839,0.5032665853969416,0.9935158361990541,0.14940283203125,0.07568017578125,1.9741343157432916
goose_372,0.9652921328834536,0.9823395888398416,0.9701721268444157,0.9948161247611935,0.21857177734375,0.2131572265625,1.0254016758829538
goose_373,0.9346251810418019,0.966208018173839,0.9506183709683974,0.9823175148637158,0.144185546875,0.13953271484375,1.0333458145386212
goose_374,0.5099844294267781,0.6754830308023494,0.5106812190574166,0.9973317009621573,0.1215078125,0.0622177734375,1.9529437616738083
goose_375,0.5770035361338438,0.7317720257602165,0.9878851298869422,0.5811155377474753,0.22630859375,0.38472021484375,0.588242013334061
goose_376,0.8974898460921905,0.9459759143802928,0.9491966404966222,0.9427769708922104,0.2995234375,0.30156298828125,0.9932367337488119
goose_377,0.9577501027094547,0.9784191571579677,0.9876432262412941,0.9693657897334339,0.22820068359375,0.23250341796875,0.9814938876486612
goose_378,0.9269327461166833,0.9620810565233436,0.9431110405839648,0.981829874604698,0.25847021484375,0.24827734375,1.0410543746754983
goose_379,0.7399340394368442,0.8505311381531854,0.9804315049865204,0.7510254771401526,0.18492236328125,0.241408203125,0.7660152425951247
goose_380,0.0,0.0,0.0,0.0,0.19900390625,0.00149072265625,133.4949230265313
goose_381,0.9065574818525772,0.950988879676145,0.9169331514966258,0.9876719094293747,0.16612890625,0.15423046875,1.0771471266114532
goose_382,0.26350790735182117,0.41710527622119253,0.26594419013479514,0.9664029022844975,0.26997705078125,0.074294921875,3.633856042482715
goose_383,0.7157089087390993,0.834301092794447,0.9575221458612595,0.7391781631929568,0.275384765625,0.35672998046875,0.7719697830362876
goose_384,0.6334230932761029,0.7755774923025817,0.9222130077977613,0.6691758807441229,0.24846875,0.3424228515625,0.7256196508679817
goose_385,0.8051739408710943,0.8920735255933888,0.8076855730943333,0.9961527540602042,0.150583984375,0.12209423828125,1.2333422649160766
goose_386,0.0,0.0,0.0,0.0,0.3325087890625,0.0,0.0
goose_387,0.9746382290517113,0.9871562443311612,0.9815533267520505,0.9928234944523832,0.4520791015625,0.446947265625,1.0114819718839174
goose_388,0.7379185836584939,0.8491981046719702,0.9212536595769432,0.7875965008971527,0.20147265625,0.2356630859375,0.8549181788421135
goose_389,0.88940342218324,0.9414648155506335,0.9374853095570146,0.9454782505629963,0.24928515625,0.247177734375,1.0085259373394966
goose_390,0.9529946332555287,0.9759316457177785,0.9683441726024569,0.983638961345375,0.3783984375,0.3725146484375,1.0157947857545453
goose_391,0.35715187248697283,0.526325578923594,0.3889361590721663,0.8137932923405595,0.149205078125,0.0713095703125,2.092356993193739
