sample_id,model,iou,dice,precision,recall,pred_area,gt_area,area_ratio
goose_040,student_lisa500,0.9487711265234664,0.973712216494133,0.9671972582634004,0.9803155383404889,0.391232421875,0.3859970703125,1.0135631898922484
goose_040,student_gt500,0.9746905906610551,0.9871831012622224,0.9865059473881012,0.9878611853939548,0.38652734375,0.3859970703125,1.0013737758088959
goose_041,student_gs100,0.0,0.0,0.0,0.0,0.0,0.20151123046875,0.0
goose_041,student_lisa100,0.6187366601872295,0.7644685826978973,0.6660525368837712,0.8970111098995627,0.27138671875,0.20151123046875,1.346757290492979
goose_041,student_lisa500,0.6837016878131684,0.8121411206769964,0.7368314056763905,0.9045978264820267,0.247392578125,0.20151123046875,1.2276863058675294
goose_041,student_gt500,0.8452278014890855,0.9161229857982768,0.9458303230467541,0.8882249603217873,0.18923828125,0.20151123046875,0.9390954579047481
goose_042,student_gs100,0.09035017973728121,0.16572690391824577,0.346921224630203,0.10886666936539421,0.03406640625,0.10855810546875,0.31380803950937136
goose_042,student_lisa100,0.7321075073800382,0.8453372602574928,0.8374768252847179,0.8533466470559131,0.110615234375,0.10855810546875,1.0189495652799705
goose_042,student_lisa500,0.7378080196894148,0.8491248875940596,0.9326128143300034,0.7793565333945045,0.09071875,0.10855810546875,0.8356699816036739
goose_042,student_gt500,0.7856732993167252,0.8799742927414073,0.9767928090084949,0.8006180086089408,0.088978515625,0.10855810546875,0.8196395399569104
goose_043,student_gs100,0.0,0.0,0.0,0.0,0.0,0.191373046875,0.0
goose_043,student_lisa100,0.682878045812673,0.8115597532593714,0.728236362751618,0.9164140718287866,0.24082421875,0.191373046875,1.2584019676882725
goose_043,student_lisa500,0.6614899984249488,0.7962611861064766,0.6780432676783984,0.9644070910259943,0.272197265625,0.191373046875,1.4223385689354275
goose_043,student_gt500,0.7357621468736321,0.8477683975294081,0.8595603738553041,0.8362955818866538,0.186193359375,0.191373046875,0.9729340804017024
goose_044,student_gs100,0.0,0.0,0.0,0.0,0.0,0.2679248046875,0.0
goose_044,student_lisa100,0.8765332521176868,0.9342048707407771,0.9146539079416078,0.9546099032275701,0.27962890625,0.2679248046875,1.0436842776694426
goose_044,student_lisa500,0.8723001805066636,0.9317952212882982,0.9444714850536153,0.9194547210730623,0.260828125,0.2679248046875,0.9735124200397296
goose_044,student_gt500,0.9143496335721032,0.9552587652089046,0.9439738926809825,0.9668167155692442,0.274408203125,0.2679248046875,1.0241985748391682
goose_045,student_gs100,0.0,0.0,0.0,0.0,0.0,0.1484091796875,0.0
goose_045,student_lisa100,0.7858024454976862,0.8800552910864566,0.8824395310680639,0.8776839002178047,0.147609375,0.1484091796875,0.9946108139052845
goose_045,student_lisa500,0.8477818652643077,0.9176211556151846,0.9262990278243379,0.9091043685966401,0.145654296875,0.1484091796875,0.9814372478959802
goose_045,student_gt500,0.8983335331495025,0.9464443602374637,0.9834170462123469,0.9121510024938969,0.137654296875,0.1484091796875,0.927532226543222
goose_046,student_gs100,0.0,0.0,0.0,0.0,0.0,0.13490771484375,0.0
goose_046,student_lisa100,0.7196624316542962,0.8369810474512592,0.7270250509664955,0.9861233264927196,0.182986328125,0.13490771484375,1.356381496320908
goose_046,student_lisa500,0.8072176817312362,0.8933264541302591,0.8246480771351212,0.9744834250844219,0.159419921875,0.13490771484375,1.1816961102605588
goose_046,student_gt500,0.8521616718576268,0.9201806568029784,0.8933396499072963,0.9486845391272245,0.143265625,0.13490771484375,1.0619527961460924
goose_047,student_gs100,0.13573624757703362,0.23902776347345034,0.48426135686180993,0.15867403746605982,0.03276171875,0.099986328125,0.3276619850370168
goose_047,student_lisa100,0.8134582658270725,0.8971348071868361,0.8319379288468922,0.9734192174711387,0.116990234375,0.099986328125,1.170062313206884
goose_047,student_lisa500,0.8661531139276208,0.9282765786615028,0.8987415861867135,0.9598187252163382,0.10678125,0.099986328125,1.0679585099525326
goose_047,student_gt500,0.9189595349157839,0.9577685388307197,0.9397370103015265,0.9765055769343465,0.1038984375,0.099986328125,1.0391264430683882
goose_048,student_gs100,0.14901881153579816,0.25938445922676767,0.321931521641321,0.21718773713765366,0.04341015625,0.064345703125,0.6746395507664289
goose_048,student_lisa100,0.6162981508266473,0.7626045361883819,0.8092508687061388,0.7210426468356351,0.05733203125,0.064345703125,0.8910001517680983
goose_048,student_lisa500,0.683957903923111,0.8123218547562223,0.737537147102526,0.9039839125815754,0.0788671875,0.064345703125,1.225679162240097
goose_048,student_gt500,0.5617389036590578,0.7193762060264213,0.9252899622929693,0.5884276825011383,0.040919921875,0.064345703125,0.6359386856882684
