id,baseline_iou,vl2g_iou,delta_iou,baseline_dice,vl2g_dice,delta_dice,baseline_precision,vl2g_precision,baseline_recall,vl2g_recall
goose_031,0.012206436246815111,0.0,-0.012206436246815111,0.024118471903963885,0.0,-0.024118471903963885,0.012206436246815111,0.0,1.0,0.0
goose_021,0.8400753484268632,0.826833781377649,-0.013241567049214198,0.9130879875599326,0.9052096472117112,-0.007878340348221435,0.8596718111389008,0.839792915144853,0.9735820379965457,0.9816787564766839
goose_019,0.8629656002160728,0.8405521065637996,-0.022413493652273186,0.9264428716407681,0.9133695303340909,-0.013073341306677255,0.9210047038167739,0.9025343653731652,0.931945641365595,0.9244680145840238
goose_045,0.8459578527230053,0.8215600733980629,-0.02439777932494236,0.9165516444214777,0.9020400539033209,-0.01451159051815687,0.9481606527396779,0.9147206061426059,0.8869821550771174,0.8897062694109596
goose_016,0.6323367137827755,0.606570089349659,-0.025766624433116503,0.774762594559794,0.7551118913152417,-0.019650703244552314,0.9493381297234187,0.8686192823748258,0.654420081788915,0.6678412947011224
goose_002,0.9516028776978417,0.9145149035973441,-0.03708797410049758,0.9752013471310061,0.9553489522374411,-0.01985239489356505,0.979821743922819,0.9363627139281607,0.9706243212304441,0.9751210778126743
goose_053,0.12997609776220054,0.05472007017246578,-0.07525602758973476,0.23005105686678612,0.10376226208252216,-0.12628879478426397,0.14369857165036484,0.06343085260032122,0.5764649400529402,0.28493019151917787
goose_052,0.8540404274018225,0.7529823284402928,-0.10105809896152973,0.9212748705794299,0.8590871867034222,-0.062187683876007704,0.8724218583882628,0.7621825177544462,0.975923674612823,0.9842222104762408
goose_006,0.6897674792366852,0.5879689958397282,-0.10179848339695707,0.816405200966789,0.7405295662322505,-0.07587563473453851,0.701884087946551,0.678881700297017,0.975583828632173,0.8144919203332153
goose_027,0.6648975519121922,0.5243410038407248,-0.14055654807146745,0.7987248838807343,0.6879576190886382,-0.11076726479209609,0.701685745150192,0.5367704384762212,0.9269114543361473,0.9577057751343054
goose_007,0.5644356986494069,0.39315455532910976,-0.17128114332029715,0.7215837622942124,0.5644091013810503,-0.15717466091316212,0.9993507620151004,0.9998954513285724,0.5646427481567801,0.3931707178240913
